"STATION","NAME","DATE","PRCP","TMAX","TMIN","TOBS"
"USC00047902","SANTA BARBARA, CA US","2016-02-10","0.00","85","52","74"
"USC00047902","SANTA BARBARA, CA US","2016-02-11","0.00","82","51","78"
"USC00047902","SANTA BARBARA, CA US","2016-02-12","0.00","81","49","73"
"USC00047902","SANTA BARBARA, CA US","2016-02-13","0.00","73","49","58"
"USC00047902","SANTA BARBARA, CA US","2016-02-14","0.00","73","40","73"
"USC00047902","SANTA BARBARA, CA US","2016-02-15","0.00","78","56","77"
"USC00047902","SANTA BARBARA, CA US","2016-02-16","0.00","84","55","74"
"USC00047902","SANTA BARBARA, CA US","2016-02-17","0.06","77","55","60"
"USC00047902","SANTA BARBARA, CA US","2016-02-18","0.30","66","52","65"
"USC00047902","SANTA BARBARA, CA US","2016-02-19","0.00","66","49","62"
"USC00047902","SANTA BARBARA, CA US","2016-02-20","0.00","66","49","65"
"USC00047902","SANTA BARBARA, CA US","2016-02-21","0.00","67","47","65"
"USC00047902","SANTA BARBARA, CA US","2016-02-22","0.00","71","46","66"
"USC00047902","SANTA BARBARA, CA US","2016-02-23","0.00","75","49","72"
"USC00047902","SANTA BARBARA, CA US","2016-02-24","0.00","78","51","77"
"USC00047902","SANTA BARBARA, CA US","2016-02-25","0.00","78","49","76"
"USC00047902","SANTA BARBARA, CA US","2016-02-26","0.00","80","50","63"
"USC00047902","SANTA BARBARA, CA US","2016-02-27","0.00","75","51","65"
"USC00047902","SANTA BARBARA, CA US","2016-02-28","0.00","74","52","66"
"USC00047902","SANTA BARBARA, CA US","2016-02-29","0.00","68","52","59"
"USC00047902","SANTA BARBARA, CA US","2016-03-01","0.00","66","53","61"
"USC00047902","SANTA BARBARA, CA US","2016-03-02","0.00","65","50","62"
"USC00047902","SANTA BARBARA, CA US","2016-03-03","0.00","65","50","64"
"USC00047902","SANTA BARBARA, CA US","2016-03-04","0.00","64","53","63"
"USC00047902","SANTA BARBARA, CA US","2016-03-05","0.04","65","52","61"
"USC00047902","SANTA BARBARA, CA US","2016-03-06","1.57","64","58","64"
"USC00047902","SANTA BARBARA, CA US","2016-03-07","0.83","68","53","54"
"USC00047902","SANTA BARBARA, CA US","2016-03-08","0.00","71","48","66"
"USC00047902","SANTA BARBARA, CA US","2016-03-09","0.00","71","48","66"
"USC00047902","SANTA BARBARA, CA US","2016-03-10","0.00",,,"73"
"USC00047902","SANTA BARBARA, CA US","2016-03-11","0.57","73","53","57"
"USC00047902","SANTA BARBARA, CA US","2016-03-12","0.00","67","49","63"
"USC00047902","SANTA BARBARA, CA US","2016-03-13","0.00","67","48","64"
"USC00047902","SANTA BARBARA, CA US","2016-03-14","0.00","69","56","68"
"USC00047902","SANTA BARBARA, CA US","2016-03-15","0.00","75","51","75"
"USC00047902","SANTA BARBARA, CA US","2016-03-16","0.00","84","53","83"
"USC00047902","SANTA BARBARA, CA US","2016-03-17","0.00","84","54","68"
"USC00047902","SANTA BARBARA, CA US","2016-03-18","0.00","69","57","65"
"USC00047902","SANTA BARBARA, CA US","2016-03-19","0.00","67","57","65"
"USC00047902","SANTA BARBARA, CA US","2016-03-20","0.00","66","55","64"
"USC00047902","SANTA BARBARA, CA US","2016-03-21","0.00",,,"71"
"USC00047902","SANTA BARBARA, CA US","2016-03-22","0.00",,,"72"
"USC00047902","SANTA BARBARA, CA US","2016-03-23","0.00","73","57","69"
"USC00047902","SANTA BARBARA, CA US","2016-03-24","0.00","73","57","69"
"USC00047902","SANTA BARBARA, CA US","2016-03-25","0.00","72","50","70"
"USC00047902","SANTA BARBARA, CA US","2016-03-26","0.00","72","56","66"
"USC00047902","SANTA BARBARA, CA US","2016-03-27","0.00","67","56","64"
"USC00047902","SANTA BARBARA, CA US","2016-03-28","0.00","67","56","63"
"USC00047902","SANTA BARBARA, CA US","2016-03-29","0.00","66","54","63"
"USC00047902","SANTA BARBARA, CA US","2016-03-30","0.00","66","48","62"
"USC00047902","SANTA BARBARA, CA US","2016-03-31","0.00","64","46","64"
"USC00047902","SANTA BARBARA, CA US","2016-04-01","0.00",,,"68"
"USC00047902","SANTA BARBARA, CA US","2016-04-02","0.00","71","53","70"
"USC00047902","SANTA BARBARA, CA US","2016-04-03","0.00","71","51","67"
"USC00047902","SANTA BARBARA, CA US","2016-04-04","0.00","71","51","66"
"USC00047902","SANTA BARBARA, CA US","2016-04-05","0.00","86","51","70"
"USC00047902","SANTA BARBARA, CA US","2016-04-06","0.00","86","51","71"
"USC00047902","SANTA BARBARA, CA US","2016-04-07","0.00","72","57","64"
"USC00047902","SANTA BARBARA, CA US","2016-04-08","0.28","64","58","61"
"USC00047902","SANTA BARBARA, CA US","2016-04-09","0.05","68","58","62"
"USC00047902","SANTA BARBARA, CA US","2016-04-10","0.05","67","52","62"
"USC00047902","SANTA BARBARA, CA US","2016-04-11","0.00","72","57","70"
"USC00047902","SANTA BARBARA, CA US","2016-04-12","0.00",,,"66"
"USC00047902","SANTA BARBARA, CA US","2016-04-13","0.00","68","55","65"
"USC00047902","SANTA BARBARA, CA US","2016-04-14","0.00","78","53","75"
"USC00047902","SANTA BARBARA, CA US","2016-04-15","0.00","77","54","72"
"USC00047902","SANTA BARBARA, CA US","2016-04-16","0.00","80","55","78"
"USC00047902","SANTA BARBARA, CA US","2016-04-17","0.00","83","52","82"
"USC00047902","SANTA BARBARA, CA US","2016-04-18","0.00","85","56","77"
"USC00047902","SANTA BARBARA, CA US","2016-04-19","0.00","81","58","81"
"USC00047902","SANTA BARBARA, CA US","2016-04-20","0.00","85","53","80"
"USC00047902","SANTA BARBARA, CA US","2016-04-21","0.00","83","54","73"
"USC00047902","SANTA BARBARA, CA US","2016-04-22","0.00","74","55","70"
"USC00047902","SANTA BARBARA, CA US","2016-04-23","0.00","77","54","70"
"USC00047902","SANTA BARBARA, CA US","2016-04-24","0.00","74","53","70"
"USC00047902","SANTA BARBARA, CA US","2016-04-25","0.00","74","51","67"
"USC00047902","SANTA BARBARA, CA US","2016-04-26","0.00","67","50","64"
"USC00047902","SANTA BARBARA, CA US","2016-04-27","0.00","78","53","72"
"USC00047902","SANTA BARBARA, CA US","2016-04-28","0.00","75","51","73"
"USC00047902","SANTA BARBARA, CA US","2016-04-29","0.00","75","53","64"
"USC00047902","SANTA BARBARA, CA US","2016-04-30","0.00","68","50","64"
"USC00047902","SANTA BARBARA, CA US","2016-05-01","0.00","67","53","65"
"USC00047902","SANTA BARBARA, CA US","2016-05-02","0.00","69","57","69"
"USC00047902","SANTA BARBARA, CA US","2016-05-03","0.00","69","54","66"
"USC00047902","SANTA BARBARA, CA US","2016-05-04","0.00","68","55","64"
"USC00047902","SANTA BARBARA, CA US","2016-05-05","0.00","69","54","67"
"USC00047902","SANTA BARBARA, CA US","2016-05-06","0.01","71","57","66"
"USC00047902","SANTA BARBARA, CA US","2016-05-07","0.00","69","55","66"
"USC00047902","SANTA BARBARA, CA US","2016-05-08","0.00","68","53","65"
"USC00047902","SANTA BARBARA, CA US","2016-05-09","0.00","69","56","65"
"USC00047902","SANTA BARBARA, CA US","2016-05-10","0.00","68","55","64"
"USC00047902","SANTA BARBARA, CA US","2016-05-11","0.00","68","57","66"
"USC00047902","SANTA BARBARA, CA US","2016-05-12","0.00","69","56","67"
"USC00047902","SANTA BARBARA, CA US","2016-05-13","0.00","71","56","69"
"USC00047902","SANTA BARBARA, CA US","2016-05-14","0.00","69","57","65"
"USC00047902","SANTA BARBARA, CA US","2016-05-15","0.00","70","56","69"
"USC00047902","SANTA BARBARA, CA US","2016-05-16","0.00","70","55","67"
"USC00047902","SANTA BARBARA, CA US","2016-05-17","0.00","69","56","69"
"USC00047902","SANTA BARBARA, CA US","2016-05-18","0.00","70","57","65"
"USC00047902","SANTA BARBARA, CA US","2016-05-19","0.00","67","56","65"
"USC00047902","SANTA BARBARA, CA US","2016-05-20","0.00","70","54","67"
"USC00047902","SANTA BARBARA, CA US","2016-05-21","0.00","71","47","68"
"USC00047902","SANTA BARBARA, CA US","2016-05-22","0.00","71","51","71"
"USC00047902","SANTA BARBARA, CA US","2016-05-23","0.00","75","53","69"
"USC00047902","SANTA BARBARA, CA US","2016-05-24","0.00","71","57","68"
"USC00047902","SANTA BARBARA, CA US","2016-05-25","0.00","72","56","68"
"USC00047902","SANTA BARBARA, CA US","2016-05-26","0.00","72","54","67"
"USC00047902","SANTA BARBARA, CA US","2016-05-27","0.00","70","54","70"
"USC00047902","SANTA BARBARA, CA US","2016-05-28","0.00","71","58","67"
"USC00047902","SANTA BARBARA, CA US","2016-05-29","0.00","68","57","63"
"USC00047902","SANTA BARBARA, CA US","2016-05-30","0.00","70","58","68"
"USC00047902","SANTA BARBARA, CA US","2016-05-31","0.00","69","57","67"
"USC00047902","SANTA BARBARA, CA US","2016-06-01","0.00","71","57","69"
"USC00047902","SANTA BARBARA, CA US","2016-06-02","0.00","71","57","64"
"USC00047902","SANTA BARBARA, CA US","2016-06-03","0.00","71","56","71"
"USC00047902","SANTA BARBARA, CA US","2016-06-04","0.00","72","56","66"
"USC00047902","SANTA BARBARA, CA US","2016-06-05","0.00","69","55","67"
"USC00047902","SANTA BARBARA, CA US","2016-06-06","0.00","70","57","68"
"USC00047902","SANTA BARBARA, CA US","2016-06-07","0.00","70","57","67"
"USC00047902","SANTA BARBARA, CA US","2016-06-08","0.00","69","57","68"
"USC00047902","SANTA BARBARA, CA US","2016-06-09","0.00","71","58","67"
"USC00047902","SANTA BARBARA, CA US","2016-06-10","0.00","72","57","70"
"USC00047902","SANTA BARBARA, CA US","2016-06-11","0.02","71","58","65"
"USC00047902","SANTA BARBARA, CA US","2016-06-12","0.00","69","61","68"
"USC00047902","SANTA BARBARA, CA US","2016-06-13","0.00","71","56","69"
"USC00047902","SANTA BARBARA, CA US","2016-06-14","0.00","70","54","58"
"USC00047902","SANTA BARBARA, CA US","2016-06-15","0.00","74","54","73"
"USC00047902","SANTA BARBARA, CA US","2016-06-16","0.00","76","54","68"
"USC00047902","SANTA BARBARA, CA US","2016-06-17","0.00","82","57","81"
"USC00047902","SANTA BARBARA, CA US","2016-06-18","0.00","83","58","74"
"USC00047902","SANTA BARBARA, CA US","2016-06-19","0.00","83","58","72"
"USC00047902","SANTA BARBARA, CA US","2016-06-20","0.00","80","61","76"
"USC00047902","SANTA BARBARA, CA US","2016-06-21","0.00","79","62","71"
"USC00047902","SANTA BARBARA, CA US","2016-06-22","0.00","76","60","75"
"USC00047902","SANTA BARBARA, CA US","2016-06-23","0.00","75","56","66"
"USC00047902","SANTA BARBARA, CA US","2016-06-24","0.00","71","58","69"
"USC00047902","SANTA BARBARA, CA US","2016-06-25","0.00","74","57","73"
"USC00047902","SANTA BARBARA, CA US","2016-06-26","0.00","74","61","70"
"USC00047902","SANTA BARBARA, CA US","2016-06-27","0.00","76","61","75"
"USC00047902","SANTA BARBARA, CA US","2016-06-28","0.00","80","62","74"
"USC00047902","SANTA BARBARA, CA US","2016-06-29","0.00","79","61","71"
"USC00047902","SANTA BARBARA, CA US","2016-06-30","0.00","78","59","77"
"USC00047902","SANTA BARBARA, CA US","2016-07-01","0.00","78","59","74"
"USC00047902","SANTA BARBARA, CA US","2016-07-02","0.00","77","63","75"
"USC00047902","SANTA BARBARA, CA US","2016-07-03","0.00","76","63","74"
"USC00047902","SANTA BARBARA, CA US","2016-07-04","0.00","76","61","72"
"USC00047902","SANTA BARBARA, CA US","2016-07-05","0.00","74","61","73"
"USC00047902","SANTA BARBARA, CA US","2016-07-06","0.00","74","61","72"
"USC00047902","SANTA BARBARA, CA US","2016-07-07","0.00","75","56","74"
"USC00047902","SANTA BARBARA, CA US","2016-07-08","0.00","76","60","75"
"USC00047902","SANTA BARBARA, CA US","2016-07-09","0.00","78","61","76"
"USC00047902","SANTA BARBARA, CA US","2016-07-10","0.00","78","62","75"
"USC00047902","SANTA BARBARA, CA US","2016-07-11","0.00","79","60","76"
"USC00047902","SANTA BARBARA, CA US","2016-07-12","0.00","77","62","72"
"USC00047902","SANTA BARBARA, CA US","2016-07-13","0.00","80","60","78"
"USC00047902","SANTA BARBARA, CA US","2016-07-14","0.00","78","60","73"
"USC00047902","SANTA BARBARA, CA US","2016-07-15","0.00","75","58","74"
"USC00047902","SANTA BARBARA, CA US","2016-07-16","0.00","76","59","75"
"USC00047902","SANTA BARBARA, CA US","2016-07-17","0.00","76","59","74"
"USC00047902","SANTA BARBARA, CA US","2016-07-18","0.00","78","61","76"
"USC00047902","SANTA BARBARA, CA US","2016-07-19","0.00","83","59","76"
"USC00047902","SANTA BARBARA, CA US","2016-07-20","0.00","88","62","77"
"USC00047902","SANTA BARBARA, CA US","2016-07-21","0.00","86","62","75"
"USC00047902","SANTA BARBARA, CA US","2016-07-22","0.00","79","65","78"
"USC00047902","SANTA BARBARA, CA US","2016-07-23","0.00","79","65","79"
"USC00047902","SANTA BARBARA, CA US","2016-07-24","0.00","79","64","77"
"USC00047902","SANTA BARBARA, CA US","2016-07-25","0.00","86","63","86"
"USC00047902","SANTA BARBARA, CA US","2016-07-26","0.00","87","63","82"
"USC00047902","SANTA BARBARA, CA US","2016-07-27","0.00","83","62","81"
"USC00047902","SANTA BARBARA, CA US","2016-07-28","0.00","85","64","82"
"USC00047902","SANTA BARBARA, CA US","2016-07-29","0.00","84","63","79"
"USC00047902","SANTA BARBARA, CA US","2016-07-30","0.00","81","62","79"
"USC00047902","SANTA BARBARA, CA US","2016-07-31","0.00","83","64","82"
"USC00047902","SANTA BARBARA, CA US","2016-08-01","0.00","83","63","76"
"USC00047902","SANTA BARBARA, CA US","2016-08-02","0.00","78","63","76"
"USC00047902","SANTA BARBARA, CA US","2016-08-03","0.00","81","63","73"
"USC00047902","SANTA BARBARA, CA US","2016-08-04","0.00","76","62","74"
"USC00047902","SANTA BARBARA, CA US","2016-08-05","0.00","79","62","76"
"USC00047902","SANTA BARBARA, CA US","2016-08-06","0.00","79","62","74"
"USC00047902","SANTA BARBARA, CA US","2016-08-07","0.00","76","61","75"
"USC00047902","SANTA BARBARA, CA US","2016-08-08","0.00","76","60","74"
"USC00047902","SANTA BARBARA, CA US","2016-08-09","0.00","77","62","76"
"USC00047902","SANTA BARBARA, CA US","2016-08-10","0.00","77","61","75"
"USC00047902","SANTA BARBARA, CA US","2016-08-11","0.00","79","62","75"
"USC00047902","SANTA BARBARA, CA US","2016-08-12","0.00","78","62","75"
"USC00047902","SANTA BARBARA, CA US","2016-08-13","0.00","79","63","78"
"USC00047902","SANTA BARBARA, CA US","2016-08-14","0.00","81","64","80"
"USC00047902","SANTA BARBARA, CA US","2016-08-15","0.00","81","61","80"
"USC00047902","SANTA BARBARA, CA US","2016-08-16","0.00","81","59","76"
"USC00047902","SANTA BARBARA, CA US","2016-08-17","0.00","77","60","75"
"USC00047902","SANTA BARBARA, CA US","2016-08-18","0.00","76","59","75"
"USC00047902","SANTA BARBARA, CA US","2016-08-19","0.00","78","59","75"
"USC00047902","SANTA BARBARA, CA US","2016-08-20","0.00","76","60","74"
"USC00047902","SANTA BARBARA, CA US","2016-08-21","0.00","78","60","75"
"USC00047902","SANTA BARBARA, CA US","2016-08-22","0.00","78","61","77"
"USC00047902","SANTA BARBARA, CA US","2016-08-23","0.00","79","62","77"
"USC00047902","SANTA BARBARA, CA US","2016-08-24","0.00","79","61","71"
"USC00047902","SANTA BARBARA, CA US","2016-08-25","0.00","75","61","72"
"USC00047902","SANTA BARBARA, CA US","2016-08-26","0.00","75","62","73"
"USC00047902","SANTA BARBARA, CA US","2016-08-27","0.00","75","62","73"
"USC00047902","SANTA BARBARA, CA US","2016-08-28","0.00","81","60","79"
"USC00047902","SANTA BARBARA, CA US","2016-08-29","0.00","81","62","81"
"USC00047902","SANTA BARBARA, CA US","2016-08-30","0.00","82","62","75"
"USC00047902","SANTA BARBARA, CA US","2016-08-31","0.00","75","63","74"
"USC00047902","SANTA BARBARA, CA US","2016-09-01","0.00","80","61","79"
"USC00047902","SANTA BARBARA, CA US","2016-09-02","0.00","79","62","73"
"USC00047902","SANTA BARBARA, CA US","2016-09-03","0.02","73","60","69"
"USC00047902","SANTA BARBARA, CA US","2016-09-04","0.00","77","58","73"
"USC00047902","SANTA BARBARA, CA US","2016-09-05","0.00","77","56","73"
"USC00047902","SANTA BARBARA, CA US","2016-09-06","0.00","76","57","74"
"USC00047902","SANTA BARBARA, CA US","2016-09-07","0.00","76","62","69"
"USC00047902","SANTA BARBARA, CA US","2016-09-08","0.00","77","65","74"
"USC00047902","SANTA BARBARA, CA US","2016-09-09","0.00","75","59","73"
"USC00047902","SANTA BARBARA, CA US","2016-09-10","0.00","76","60","73"
"USC00047902","SANTA BARBARA, CA US","2016-09-11","0.00","75","62","63"
"USC00047902","SANTA BARBARA, CA US","2016-09-12","0.00","71","62","67"
"USC00047902","SANTA BARBARA, CA US","2016-09-13","0.00","73","61","71"
"USC00047902","SANTA BARBARA, CA US","2016-09-14","0.00","75","54","73"
"USC00047902","SANTA BARBARA, CA US","2016-09-15","0.00","78","57","77"
"USC00047902","SANTA BARBARA, CA US","2016-09-16","0.00","78","57","75"
"USC00047902","SANTA BARBARA, CA US","2016-09-17","0.00","78","57","78"
"USC00047902","SANTA BARBARA, CA US","2016-09-18","0.00","78","59","71"
"USC00047902","SANTA BARBARA, CA US","2016-09-19","0.00","78","61","75"
"USC00047902","SANTA BARBARA, CA US","2016-09-20","0.00","81","64","73"
"USC00047902","SANTA BARBARA, CA US","2016-09-21","0.00","76","65","72"
"USC00047902","SANTA BARBARA, CA US","2016-09-22","0.00","85","59","80"
"USC00047902","SANTA BARBARA, CA US","2016-09-23","0.00","88","59","87"
"USC00047902","SANTA BARBARA, CA US","2016-09-24","0.00","89","60","88"
"USC00047902","SANTA BARBARA, CA US","2016-09-25","0.00","99","60","97"
"USC00047902","SANTA BARBARA, CA US","2016-09-26","0.00","102","65","101"
"USC00047902","SANTA BARBARA, CA US","2016-09-27","0.00","102","68","88"
"USC00047902","SANTA BARBARA, CA US","2016-09-28","0.00","88","66","82"
"USC00047902","SANTA BARBARA, CA US","2016-09-29","0.00","85","63","85"
"USC00047902","SANTA BARBARA, CA US","2016-09-30","0.00","86","62","75"
"USC00047902","SANTA BARBARA, CA US","2016-10-01","0.00","79","61","76"
"USC00047902","SANTA BARBARA, CA US","2016-10-02","0.00","79","58","75"
"USC00047902","SANTA BARBARA, CA US","2016-10-03","0.00","80","58","79"
"USC00047902","SANTA BARBARA, CA US","2016-10-04","0.00","81","57","70"
"USC00047902","SANTA BARBARA, CA US","2016-10-05","0.00","71","55","69"
"USC00047902","SANTA BARBARA, CA US","2016-10-06","0.00","85","53","84"
"USC00047902","SANTA BARBARA, CA US","2016-10-07","0.00","90","57","82"
"USC00047902","SANTA BARBARA, CA US","2016-10-08","0.00","88","58","80"
"USC00047902","SANTA BARBARA, CA US","2016-10-09","0.00","84","56","79"
"USC00047902","SANTA BARBARA, CA US","2016-10-10","0.00","80","57","70"
"USC00047902","SANTA BARBARA, CA US","2016-10-11","0.00","72","58","67"
"USC00047902","SANTA BARBARA, CA US","2016-10-12","0.00","69","55","67"
"USC00047902","SANTA BARBARA, CA US","2016-10-13","0.00","70","54","66"
"USC00047902","SANTA BARBARA, CA US","2016-10-14","0.00","69","56","65"
"USC00047902","SANTA BARBARA, CA US","2016-10-15","0.00","75","57","72"
"USC00047902","SANTA BARBARA, CA US","2016-10-16","0.00","75","63","71"
"USC00047902","SANTA BARBARA, CA US","2016-10-17","0.20","73","60","72"
"USC00047902","SANTA BARBARA, CA US","2016-10-18","0.00","72","56","68"
"USC00047902","SANTA BARBARA, CA US","2016-10-19","0.00","88","57","85"
"USC00047902","SANTA BARBARA, CA US","2016-10-20","0.00","93","59","91"
"USC00047902","SANTA BARBARA, CA US","2016-10-21","0.00","92","59","77"
"USC00047902","SANTA BARBARA, CA US","2016-10-22","0.00","78","56","66"
"USC00047902","SANTA BARBARA, CA US","2016-10-23","0.00","70","56","69"
"USC00047902","SANTA BARBARA, CA US","2016-10-24","0.00","72","59","70"
"USC00047902","SANTA BARBARA, CA US","2016-10-25","0.00","73","54","69"
"USC00047902","SANTA BARBARA, CA US","2016-10-26","0.00","69","55","65"
"USC00047902","SANTA BARBARA, CA US","2016-10-27","0.00","71","57","70"
"USC00047902","SANTA BARBARA, CA US","2016-10-28","0.35","72","62","68"
"USC00047902","SANTA BARBARA, CA US","2016-10-29","0.00","72","56","70"
"USC00047902","SANTA BARBARA, CA US","2016-10-30","0.16","72","61","63"
"USC00047902","SANTA BARBARA, CA US","2016-10-31","0.00","70","52","68"
"USC00047902","SANTA BARBARA, CA US","2016-11-01","0.00","76","52","74"
"USC00047902","SANTA BARBARA, CA US","2016-11-02","0.00","76","52","75"
"USC00047902","SANTA BARBARA, CA US","2016-11-03","0.00","85","53","84"
"USC00047902","SANTA BARBARA, CA US","2016-11-04","0.00","85","57","77"
"USC00047902","SANTA BARBARA, CA US","2016-11-05","0.00","79","56","71"
"USC00047902","SANTA BARBARA, CA US","2016-11-06","0.00","72","57","65"
"USC00047902","SANTA BARBARA, CA US","2016-11-07","0.00","76","54","71"
"USC00047902","SANTA BARBARA, CA US","2016-11-08","0.00",,"54","68"
"USC00047902","SANTA BARBARA, CA US","2016-11-09","0.00","87","56","77"
"USC00047902","SANTA BARBARA, CA US","2016-11-10","0.00","83","59","77"
"USC00047902","SANTA BARBARA, CA US","2016-11-11","0.00","79","56","74"
"USC00047902","SANTA BARBARA, CA US","2016-11-12","0.00","79","60","74"
"USC00047902","SANTA BARBARA, CA US","2016-11-13","0.00","82","54","76"
"USC00047902","SANTA BARBARA, CA US","2016-11-14","0.00","77","54","70"
"USC00047902","SANTA BARBARA, CA US","2016-11-15","0.00","70","52","64"
"USC00047902","SANTA BARBARA, CA US","2016-11-16","0.00","74","53","72"
"USC00047902","SANTA BARBARA, CA US","2016-11-17","0.00","72","52","66"
"USC00047902","SANTA BARBARA, CA US","2016-11-18","0.00","73","48","65"
"USC00047902","SANTA BARBARA, CA US","2016-11-19","0.00","67","52","62"
"USC00047902","SANTA BARBARA, CA US","2016-11-20","0.00","65","49","62"
"USC00047902","SANTA BARBARA, CA US","2016-11-21","0.57","69","56","65"
"USC00047902","SANTA BARBARA, CA US","2016-11-22","0.00","67","50","63"
"USC00047902","SANTA BARBARA, CA US","2016-11-23","0.00","71","50","67"
"USC00047902","SANTA BARBARA, CA US","2016-11-24","0.00","74","46","69"
"USC00047902","SANTA BARBARA, CA US","2016-11-25","0.00","70","45","63"
"USC00047902","SANTA BARBARA, CA US","2016-11-26","0.41","65","46","53"
"USC00047902","SANTA BARBARA, CA US","2016-11-27","0.03","65","49","61"
"USC00047902","SANTA BARBARA, CA US","2016-11-28","0.00","66","46","61"
"USC00047902","SANTA BARBARA, CA US","2016-11-29","0.00","65","46","63"
"USC00047902","SANTA BARBARA, CA US","2016-11-30","0.00","64","45","61"
"USC00047902","SANTA BARBARA, CA US","2016-12-01","0.00","63","49","61"
"USC00047902","SANTA BARBARA, CA US","2016-12-02","0.00","64","53","57"
"USC00047902","SANTA BARBARA, CA US","2016-12-03","0.00","65","42","61"
"USC00047902","SANTA BARBARA, CA US","2016-12-04","0.00","65","44","61"
"USC00047902","SANTA BARBARA, CA US","2016-12-05","0.00","63","45","59"
"USC00047902","SANTA BARBARA, CA US","2016-12-06","0.00","64","49","59"
"USC00047902","SANTA BARBARA, CA US","2016-12-07","0.00","61","46","60"
"USC00047902","SANTA BARBARA, CA US","2016-12-08","0.00","64","49","60"
"USC00047902","SANTA BARBARA, CA US","2016-12-09","0.05","64","57","61"
"USC00047902","SANTA BARBARA, CA US","2016-12-10","0.00","63","56","60"
"USC00047902","SANTA BARBARA, CA US","2016-12-11","0.00","63","56","62"
"USC00047902","SANTA BARBARA, CA US","2016-12-12","0.00","62","51","58"
"USC00047902","SANTA BARBARA, CA US","2016-12-13","0.00","62","54","58"
"USC00047902","SANTA BARBARA, CA US","2016-12-14","0.00","64","49","62"
"USC00047902","SANTA BARBARA, CA US","2016-12-15","0.02","64","54","59"
"USC00047902","SANTA BARBARA, CA US","2016-12-16","1.27","60","55","56"
"USC00047902","SANTA BARBARA, CA US","2016-12-17","0.00","59","42","55"
"USC00047902","SANTA BARBARA, CA US","2016-12-18","0.00","61","39","59"
"USC00047902","SANTA BARBARA, CA US","2016-12-19","0.00","63","38","59"
"USC00047902","SANTA BARBARA, CA US","2016-12-20","0.00","71","38","68"
"USC00047902","SANTA BARBARA, CA US","2016-12-21","0.04","69","53","57"
"USC00047902","SANTA BARBARA, CA US","2016-12-22","0.20","64","51","60"
"USC00047902","SANTA BARBARA, CA US","2016-12-23","0.50","62","47","51"
"USC00047902","SANTA BARBARA, CA US","2016-12-24","1.44","58","47","53"
"USC00047902","SANTA BARBARA, CA US","2016-12-25","0.00","55","39","52"
"USC00047902","SANTA BARBARA, CA US","2016-12-26","0.00","61","43","60"
"USC00047902","SANTA BARBARA, CA US","2016-12-27","0.00","65","41","60"
"USC00047902","SANTA BARBARA, CA US","2016-12-28","0.00","67","43","63"
"USC00047902","SANTA BARBARA, CA US","2016-12-29","0.00","74","45","62"
"USC00047902","SANTA BARBARA, CA US","2016-12-30","0.25","69","55","57"
"USC00047902","SANTA BARBARA, CA US","2016-12-31","0.14","69","51","52"
"USC00047902","SANTA BARBARA, CA US","2017-01-01","0.00","58","41","55"
"USC00047902","SANTA BARBARA, CA US","2017-01-02","0.00","57","49","55"
"USC00047902","SANTA BARBARA, CA US","2017-01-03","0.00","58","48","57"
"USC00047902","SANTA BARBARA, CA US","2017-01-04","0.24","57","53","56"
"USC00047902","SANTA BARBARA, CA US","2017-01-05","0.43","65","55","62"
"USC00047902","SANTA BARBARA, CA US","2017-01-06","0.00","64","46","58"
"USC00047902","SANTA BARBARA, CA US","2017-01-07","0.28","61","52","60"
"USC00047902","SANTA BARBARA, CA US","2017-01-08","0.14","66","53","62"
"USC00047902","SANTA BARBARA, CA US","2017-01-09","1.00","63","54","61"
"USC00047902","SANTA BARBARA, CA US","2017-01-10","0.10","62","51","59"
"USC00047902","SANTA BARBARA, CA US","2017-01-11","0.88","63","53","59"
"USC00047902","SANTA BARBARA, CA US","2017-01-12","0.33","60","52","57"
"USC00047902","SANTA BARBARA, CA US","2017-01-13","0.02","60","42","58"
"USC00047902","SANTA BARBARA, CA US","2017-01-14","0.00","62","45","59"
"USC00047902","SANTA BARBARA, CA US","2017-01-15","0.00","61","44","59"
"USC00047902","SANTA BARBARA, CA US","2017-01-16","0.00","62","46","59"
"USC00047902","SANTA BARBARA, CA US","2017-01-17","0.00","62","45","59"
"USC00047902","SANTA BARBARA, CA US","2017-01-18","0.00","60","45","55"
"USC00047902","SANTA BARBARA, CA US","2017-01-19","0.97","62","55","58"
"USC00047902","SANTA BARBARA, CA US","2017-01-20","2.01","59","49","54"
"USC00047902","SANTA BARBARA, CA US","2017-01-21","0.03","60","48","56"
"USC00047902","SANTA BARBARA, CA US","2017-01-22","1.38","56","49","56"
"USC00047902","SANTA BARBARA, CA US","2017-01-23","0.17","56","48","52"
"USC00047902","SANTA BARBARA, CA US","2017-01-24","0.00","56","39","53"
"USC00047902","SANTA BARBARA, CA US","2017-01-25","0.00","57","38","55"
"USC00047902","SANTA BARBARA, CA US","2017-01-26","0.00","58","38","56"
"USC00047902","SANTA BARBARA, CA US","2017-01-27","0.00","60","40","58"
"USC00047902","SANTA BARBARA, CA US","2017-01-28","0.00","68","40","66"
"USC00047902","SANTA BARBARA, CA US","2017-01-29","0.00","74","40","71"
"USC00047902","SANTA BARBARA, CA US","2017-01-30","0.00","73","45","66"
"USC00047902","SANTA BARBARA, CA US","2017-01-31","0.00","68","46","63"
"USC00047902","SANTA BARBARA, CA US","2017-02-01","0.00","63","45","58"
